web-scraper-order,web-scraper-start-url,marque,prix,adresse,image-src
"1708087215-3201","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=10","BMW X5⚡ Année 2016","20 500 000 FCFA","Dakar","media/annonces/pics/thumbs/ab2845bf1e505a4efb95cd92d72a700b.jpeg"
"1708087215-3202","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=10","BMW X6 année 2016","25 000 000 FCFA","Dakar","media/annonces/pics/thumbs/cc93c06893c9e9952a88f13ed12909b2.jpeg"
"1708087215-3203","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=10","Mini Cooper S Sport année 2017","12 500 000 FCFA","Dakar","media/annonces/pics/thumbs/2bb6fa9e63cf08dd3a1ca5a028b9014b.jpeg"
"1708087215-3204","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=10","BENTLEY BENTAYGA Édition spéciale année 2019","100 000 000 FCFA","Dakar","media/annonces/pics/thumbs/ec8795b850148d091ffbd5cc71ef91b0.jpeg"
"1708087215-3205","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=10","Ford Explorer Limited 2013","6 500 000 FCFA","Dakar","media/annonces/pics/thumbs/9230da174d631b0ebcbd6e74c11f8da2.jpeg"
"1708087215-3206","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=10","PEUGEOT 308 ESSENCE 2009","2 800 000 FCFA","Ouest Foire","media/annonces/pics/thumbs/44c296f879f7fd87f83794a1dc67ae22.jpg"
"1708087215-3207","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=10","Nissan Rogue 2013","3 350 000 FCFA","Dakar","media/annonces/pics/thumbs/bdc31fa8ce020b94484f07d91ae32fb4.jpeg"
"1708087215-3208","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=10","Hyundai Palisade  année 2020","33 500 000 FCFA","Dakar","media/annonces/pics/thumbs/f17bed87564c5ddd261571a03ae78f33.jpeg"
"1708087215-3209","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=10","KIA SPORTAGE","8 900 000 FCFA","Dakar","media/annonces/pics/thumbs/882753ecdd967bc7a9e1608cf22d0ee3.jpeg"
"1708087215-3210","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=10","Ford Explorer année 2014","12 500 000 FCFA","Dakar","media/annonces/pics/thumbs/3698a9957d6784609d323545f450ee30.jpeg"
"1708087215-3211","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=10","Toyota Prado","28 000 000 FCFA","Liberté 6","media/annonces/pics/thumbs/ca43f63215aeef17de190bd72d8bc254.jpg"
"1708087215-3212","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=10","MAZDA CX-5 Année  2016","11 500 000 FCFA","Dakar","media/annonces/pics/thumbs/e8ba4f60d08010911933a7630356167e.jpeg"
"1708087215-3213","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=10","Hyundai Sonata","4 200 000 FCFA","Dakar","media/annonces/pics/thumbs/fb0bd8437cf7c98a19cfaa6e814ba07a.jpeg"
"1708087215-3214","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=10","Mazda Cx-5 2013","7 650 000 FCFA","Dakar","media/annonces/pics/thumbs/e17e2b15d24f9a272d1673ce0fc10db6.jpeg"
"1708087215-3215","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=10","Peugeot 2008","14 000 000 FCFA","Dakar","media/annonces/pics/thumbs/efc9a88a262a07af184af5a693834185.jpeg"
"1708087215-3216","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=10","Ford Ranger","30 000 000 FCFA","Dakar","media/annonces/pics/thumbs/0812b312ff8c08dd212c5784f91c3d7c.jpeg"
"1708087215-3217","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=10","Hyundai Santa Fé 2016 Venant CANADA tout neuve","9 500 000 FCFA","Patte d'Oie","media/annonces/pics/thumbs/7d6af53e0f66b2991850ceb3a950880d.jpg"
"1708087215-3218","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=10","Kia saluts année 2021","22 000 000 FCFA","Dakar","media/annonces/pics/thumbs/d7876d681e85d175e1328b821e3e75bb.jpeg"
"1708087221-3219","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Renault Megane 3","3 800 000 FCFA","Mbour","media/annonces/pics/thumbs/0d6234d87c9a2f47c736ca90d52c3e26.jpeg"
"1708087221-3220","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Nissan Patrol","75 000 000 FCFA","Almadies","media/annonces/pics/thumbs/19919f834fa53a067bf82f4d0b8f2250.jpg"
"1708087221-3221","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Renault Logan année 2016","3 000 000 FCFA","Dakar","media/annonces/pics/thumbs/9387b949743cd9d4b1b7a91acb845c70.jpeg"
"1708087221-3222","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","BMW X1","6 500 000 FCFA","Ouakam","media/annonces/pics/thumbs/d477a0c5fe1e21e283fd7b22ca0edbcb.jpeg"
"1708087221-3223","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Hyundai Santa Fe 2008","2 450 000 FCFA","Dakar","media/annonces/pics/thumbs/a5c554ba0768b4a38be6b37353f535d0.jpeg"
"1708087221-3224","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Hyundai Tucson","3 000 000 FCFA","Almadies","media/annonces/pics/thumbs/4aa52f9dc3cba43f1d7c7f981c02c49f.jpg"
"1708087221-3225","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Ford Edge SEL 2015","7 850 000 FCFA","Castors","media/annonces/pics/thumbs/a4749ab95665c44a756cdb631a326a18.jpeg"
"1708087221-3226","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Logan Dacia 207","1 900 000 FCFA","Derklé","media/annonces/pics/thumbs/cac3cc1f7f694d1b6ee1cd45d2778ca5.jpeg"
"1708087221-3227","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Kia Picanto 2009","1 950 000 FCFA","Dakar","media/annonces/pics/thumbs/a85db4775e237adaf38a61de1c5772e6.jpeg"
"1708087221-3228","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Mazda CX-5 2013","8 000 000 FCFA","Plateau","media/annonces/pics/thumbs/bcfa570d324cc8f1ff32cb1ecb54a1e5.jpeg"
"1708087221-3229","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","BMW X1 2012","4 850 000 FCFA","Dakar","media/annonces/pics/thumbs/b8ee2424814e8e1ab1f6b8aaec976d3e.jpeg"
"1708087221-3230","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Toyota Rav4 2010","3 350 000 FCFA","Dakar","media/annonces/pics/thumbs/f00b16443cb16dd1b76c9422f8603840.jpeg"
"1708087221-3231","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Peugeot 208","4 800 000 FCFA","Pikine","media/annonces/pics/thumbs/428a8ae5f7ab6605eeff91723f93a64d.jpg"
"1708087221-3232","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Peugeot 2008","6 500 000 FCFA","Pikine","media/annonces/pics/thumbs/97cc5a30a884f82825148890e09fa1b6.jpg"
"1708087221-3233","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Peugeot 407","2 900 000 FCFA","Dieuppeul","media/annonces/pics/thumbs/56caf54de144966fd70261b74c4c74e2.jpg"
"1708087221-3234","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Opel Insignia 2011","3 800 000 FCFA","HLM","media/annonces/pics/thumbs/51de4721e91986144e561530be83ad34.jpg"
"1708087221-3235","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Ford Escape","4 800 000 FCFA","Parcelles assainies","media/annonces/pics/thumbs/996d6151ce865912693c044594955f87.jpg"
"1708087221-3236","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Toyota Prado Diesel 3.0 VX année 2020 sous douane","28 000 000 FCFA","Cité Keur Gorgui","media/annonces/pics/thumbs/d1630b23f2d4120294685d48e2e83e89.jpeg"
"1708087221-3237","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Toyota Rav4 2010","3 350 000 FCFA","Dakar","media/annonces/pics/thumbs/9ef239cc183ded8dbe27bc97609f1c37.jpeg"
"1708087221-3238","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","MERCEDES BENZ ML 350 AMG BLEUE 2014","19 350 000 FCFA","Liberté 6","media/annonces/pics/thumbs/eb34ecb49b2c50a1de41155684e8bd76.jpg"
"1708087221-3239","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","RANGE ROVER VELAR NOIR 2019","44 200 000 FCFA","Sacré Coeur","media/annonces/pics/thumbs/18094039159680ab1aa1198ec3a82039.jpg"
"1708087221-3240","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","FIAT 500 Année 2016","5 000 000 FCFA","Dakar","media/annonces/pics/thumbs/8e451daf39b753f3e4d37a8c0f0fbe52.jpeg"
"1708087221-3241","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Hyundai TOURING 2012","2 500 000 FCFA","Dakar","media/annonces/pics/thumbs/03f66e7c9e0a7728f4cba1dc9676a989.jpeg"
"1708087221-3242","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Toyota hiace année 2015","16 000 000 FCFA","Dakar","media/annonces/pics/thumbs/b737c5316037f017edc9674ac19a1c83.jpeg"
"1708087221-3243","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","FORD EDGE LIMiTED","5 700 000 FCFA","Dakar","media/annonces/pics/thumbs/24e127a03dd3d45f2a4a47514819a504.jpeg"
"1708087221-3244","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Mitsubishi  Pajero D-ID 2016","19 500 000 FCFA","Dakar","media/annonces/pics/thumbs/c2ed239466f6d6918b61e965ae53e423.jpeg"
"1708087221-3245","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","BMW X4- XDRIVE","45 000 000 FCFA","Dakar","media/annonces/pics/thumbs/ca2c03dfdb4b9fd48d0de2cae4cfc920.jpeg"
"1708087221-3246","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Ford Ranger Année 2015","12 500 000 FCFA","Dakar","media/annonces/pics/thumbs/2edffeb7cece6b63e0e8244faa99b047.jpeg"
"1708087221-3247","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Citroën C5","3 800 000 FCFA","Grand Yoff","media/annonces/pics/thumbs/000aa6362e5ef44488eeb93cda38a984.jpeg"
"1708087221-3248","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Je vends ma bmw X3","13 000 000 FCFA","Castors","media/annonces/pics/thumbs/b48ec86cf8dc5ae6713e0ec0fe33d211.jpeg"
"1708087221-3249","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Range Rover sports hse","26 000 000 FCFA","Castors","media/annonces/pics/thumbs/401e562f2af24ece52e202cfb1a4543b.jpeg"
"1708087221-3250","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Mercedes GLC 300","34 000 000 FCFA","Castors","media/annonces/pics/thumbs/38d268a8f93f20171f8f11eac554c36b.jpeg"
"1708087221-3251","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","FORD EDGE ST-LINE 2019","20 000 000 FCFA","Dakar","media/annonces/pics/thumbs/7e60112d2e1c423ee39b56c32dd9224a.jpeg"
"1708087221-3252","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Peugeot 508 Breck année 2015","5 500 000 FCFA","Dakar","media/annonces/pics/thumbs/a926c4db936ff9b4bf1e4c57506d5341.jpeg"
"1708087221-3253","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","TOYOTA HIGHLANDER année 2018","22 000 000 FCFA","Dakar","media/annonces/pics/thumbs/cc8ae3f2979e2ca4229d8f14862c88b9.jpeg"
"1708087221-3254","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Kia Rio année 2017","5 500 000 FCFA","Dakar","media/annonces/pics/thumbs/471bae326fe6f2fe6bc935ab840ccfa4.jpeg"
"1708087221-3255","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","TOYOTA FORTUNER année 2022","45 500 000 FCFA","Dakar","media/annonces/pics/thumbs/777d143480fd1dddb68435d7145c2c7d.jpeg"
"1708087221-3256","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","TOYOTA HILUX 2018","13 500 000 FCFA","Dakar","media/annonces/pics/thumbs/f14e7dc280ba9431e18133458753a68f.jpeg"
"1708087221-3257","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Kia Sportage année 2015","9 500 000 FCFA","Dakar","media/annonces/pics/thumbs/2142503c6688c516891674609095b35b.jpeg"
"1708087221-3258","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Jeep Wrangler trail Rated année 2018","52 000 000 FCFA","Dakar","media/annonces/pics/thumbs/92571a8e5a7dce77ca5eab99fb67ea9f.jpeg"
"1708087221-3259","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Ford Fusion AWD 2015","7 500 000 FCFA","Dakar","media/annonces/pics/thumbs/bda8e53c0d7f0cd50205d66b480af3fe.jpeg"
"1708087221-3260","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=9","Hyundai Sonata 2016","7 000 000 FCFA","Dakar","media/annonces/pics/thumbs/e15cb75655621c5689b511a3fa5c9705.jpeg"
"1708087228-3261","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Hyundai Maxcruz 2015 Venant","12 450 000 FCFA","Dakar","media/annonces/pics/thumbs/72cd7401a8d01409c1b20c610a6ee91d.jpeg"
"1708087228-3262","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Mitsubishi RVR LIMITED 2016 VENANT","9 550 000 FCFA","Dakar","media/annonces/pics/thumbs/81158d48e29b8fea6f1bc5fd262d9b54.jpeg"
"1708087228-3263","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Ford Escape SEL 2014","5 300 000 FCFA","Dakar","media/annonces/pics/thumbs/f8a1ed1d0b1db152a267eecf59b3b379.jpeg"
"1708087228-3264","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Ford Escape Carre","4 700 000 FCFA","Dakar","media/annonces/pics/thumbs/d8de81c526b425071655401ba71f3d00.jpeg"
"1708087228-3265","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Mitsubishi ASX","4 900 000 FCFA","Dakar","media/annonces/pics/thumbs/6b680b1affd16d3754a913cdf461ca50.jpeg"
"1708087228-3266","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Hyundai Tucson 2017","7 900 000 FCFA","Dakar","media/annonces/pics/thumbs/d021080c26f196e73b89e14c8e4467f1.jpeg"
"1708087228-3267","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Hyundai Tucson 2015","6 600 000 FCFA","Dakar","media/annonces/pics/thumbs/6a544ff6ae1c3d48e278dd76f81c440a.jpeg"
"1708087228-3268","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Chevrolet Trax 2014","3 800 000 FCFA","Almadies","media/annonces/pics/thumbs/f3a5fd203fe40cc96838dc56e1820d09.jpg"
"1708087228-3269","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Ford Escape SEL 2014","5 300 000 FCFA","Dakar","media/annonces/pics/thumbs/7cc130873377b38fdb2e250bf6ce96d3.jpeg"
"1708087228-3270","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Mini Cooper année 2013","6 000 000 FCFA","Dakar","media/annonces/pics/thumbs/8767650c7a74c54f3977922a90fd9576.jpeg"
"1708087228-3271","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Mazda cx5 année 2013","5 300 000 FCFA","Dakar","media/annonces/pics/thumbs/23c2819caa79ba82cfb123050b83aa0a.jpeg"
"1708087228-3272","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","FORD FUSION TITANIUM année 2017","9 000 000 FCFA","Dakar","media/annonces/pics/thumbs/e8dad56cd62d0395bb41586b29784ad8.jpeg"
"1708087228-3273","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","JEEP WRANGLER année 2017","35 000 000 FCFA","Dakar","media/annonces/pics/thumbs/7bbcb4613d4c5b8b1180299c07a80b09.jpeg"
"1708087228-3274","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","FORD EXPLORER SPORT année 2016","14 000 000 FCFA","Dakar","media/annonces/pics/thumbs/6130a17d679d74812199e8fd8433f711.jpeg"
"1708087228-3275","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Toyota Prado Gx année 2009","5 500 000 FCFA","Dakar","media/annonces/pics/thumbs/f78f8442205c578670f4c58d0a1eb1f6.jpeg"
"1708087228-3276","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","PEUGEOT 301 année 2019","4 800 000 FCFA","Dakar","media/annonces/pics/thumbs/24afee8127cf3e673dbcc1713e717290.jpeg"
"1708087228-3277","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Ford Focus année 2013","3 700 000 FCFA","Dakar","media/annonces/pics/thumbs/d99d7f40be9b7eebb1b96965bb1abc27.jpeg"
"1708087228-3278","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Mitsubishi Pajero sport année 2016","13 800 000 FCFA","Dakar","media/annonces/pics/thumbs/45e0d57e0e04cad5ce3bd8eee362538c.jpeg"
"1708087228-3279","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Mercedes sprinter","11 500 000 FCFA","Dakar","media/annonces/pics/thumbs/b053e0762d08fdc5e5075ff49e3122af.jpeg"
"1708087228-3280","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","FORD ECOSPORT","4 000 000 FCFA","Dakar","media/annonces/pics/thumbs/92246d994b6e304a3d103abccc6ca386.jpeg"
"1708087228-3281","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Mazda CX5 année 2018","15 000 000 FCFA","Dakar","media/annonces/pics/thumbs/3d1aa2aaa275e28d12116e737cd94554.jpeg"
"1708087228-3282","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Peugeot 2008 Automatique Essence 2021","15 500 000 FCFA","Dakar","media/annonces/pics/thumbs/27e28379022ddcfb193e7e3b0fcd90bf.jpeg"
"1708087228-3283","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Hyundai tucson 2016","12 000 000 FCFA","Médina","media/annonces/pics/thumbs/c00a82e82816c6ecbfa73d8bf4e5e83b.jpeg"
"1708087228-3284","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","vente de Citroën cactus  Venant déjà dédouanée  Année : 2015 Transmission : manuel  Carburant : Diesel","6 500 000 FCFA","Dakar","media/annonces/pics/thumbs/bc0b9e719e02c3695c0cf5d485799285.jpg"
"1708087228-3285","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","BMW X3 2014","9 500 000 FCFA","Guédiawaye","media/annonces/pics/thumbs/7f6a49b6230a814f9cb11b48133d16a4.jpeg"
"1708087228-3286","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","DODGE DART LIMITED 2013","5 500 000 FCFA","Dakar","media/annonces/pics/thumbs/6311749f2c7dc413e164bbcd15eb9119.jpeg"
"1708087228-3287","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Ford Focus 2015","3 450 000 FCFA","HLM","media/annonces/pics/thumbs/46b0f064d0b07dfeb22af4f3eebecdda.jpeg"
"1708087228-3288","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Ford Fusion Titanium 2017 Venant","8 650 000 FCFA","Dakar","media/annonces/pics/thumbs/2740b82715f949bebe2eb08bf09f3ef2.jpeg"
"1708087228-3289","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Hyundai sonata full option à vendre","5 150 000 FCFA","Nord Foire","media/annonces/pics/thumbs/5f59565188a8085e9bbd1bb44690d5ed.jpg"
"1708087228-3290","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Mitsubishi Galant 2011","2 900 000 FCFA","Dakar","media/annonces/pics/thumbs/524fd40ad6c4ef67cff83eb9c49c78a2.jpeg"
"1708087228-3291","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Ford Fusion 2016","4 600 000 FCFA","Dakar","media/annonces/pics/thumbs/96deedee0205e5b2d9475b91a1467409.jpeg"
"1708087228-3292","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","FORD ECOSPORT AMBIANTE 2015","6 900 000 FCFA","Dakar","media/annonces/pics/thumbs/89d6660c8d114614de10821eb1ab3368.jpeg"
"1708087228-3293","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","JEEP GRAND CHEROKEE OVERLAND","13 500 000 FCFA","Almadies","media/annonces/pics/thumbs/d13ad984dd726f42bcda3290470ea0ce.jpg"
"1708087228-3294","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Toyota Prado Tx 7 places année 2015","16 500 000 FCFA","Dakar","media/annonces/pics/thumbs/1ac4004077a6e258bdc969def7a1993c.jpeg"
"1708087228-3295","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Hyundai IX 35","5 800 000 FCFA","Dakar","media/annonces/pics/thumbs/b30a63dcc69b0659d3ff8e07f7a8b86b.jpeg"
"1708087228-3296","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","TOYOTA COROLLA VERSO","4 500 000 FCFA","Dakar","media/annonces/pics/thumbs/14c196ceaafcade0e8d520d7af53c9a9.jpeg"
"1708087228-3297","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Toyota Prado Land Cruiser Année 2015","35 000 000 FCFA","Dakar","media/annonces/pics/thumbs/dbfc329db18bb800b3cdf1467e80b1a1.jpeg"
"1708087228-3298","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Jeep Grand Cherokee Laredo 2016","9 800 000 FCFA","Dakar","media/annonces/pics/thumbs/dff6680accea9376d2a3790e045521ae.jpeg"
"1708087228-3299","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","RENAULT ESPACE 7 PLACES","2 850 000 FCFA","Parcelles assainies","media/annonces/pics/thumbs/b95c8103421307b8ace209b3cd144151.jpg"
"1708087228-3300","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Ford fiesta 2011","2 500 000 FCFA","Dakar","media/annonces/pics/thumbs/8c86aca7d643e8564076e400a2bf949c.jpeg"
"1708087228-3301","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Nissan Rogue 2010","3 900 000 FCFA","Plateau","media/annonces/pics/thumbs/1b936217e55f73c92fa104000cebf6d1.jpeg"
"1708087228-3302","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=8","Porsche Cayenne d'occasion","6 500 000 FCFA","Thiès","media/annonces/pics/thumbs/127480cbf0ff4cb27561cf5723928617.jpg"
"1708087234-3303","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=7","Nissan Rogue année 2018","12 500 000 FCFA","Dakar","media/annonces/pics/thumbs/0a19361ed0f373c6fb15823c411e00a2.jpeg"
"1708087234-3304","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=7","KIA Sorento Année 2015","9 500 000 FCFA","Dakar","media/annonces/pics/thumbs/ea60cd6bf77f9308ac7498292503b8e4.jpeg"
"1708087234-3305","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=7","Toyota RAV4 limited année 2016","10 000 000 FCFA","Dakar","media/annonces/pics/thumbs/0b5f55b82e42447a2f2ef3e34ab84455.jpeg"
"1708087234-3306","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=7","MAZDA CX5","17 000 000 FCFA","Dakar","media/annonces/pics/thumbs/9a51566587f32d89ca89090bee6c815f.jpeg"
"1708087234-3307","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=7","Peugeot 2008","18 000 000 FCFA","Dakar","media/annonces/pics/thumbs/6db68560afe50bfb9a63957b89566667.jpeg"
"1708087234-3308","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=7","Peugeot 2008 année 2021","13 000 000 FCFA","Dakar","media/annonces/pics/thumbs/815400918ed5cd9ecd8ce8ba8a6110f3.jpeg"
"1708087234-3309","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=7","LEXUS 570 Année 2019","55 000 000 FCFA","Dakar","media/annonces/pics/thumbs/e194da27da590957f763a0dc2c1f91f4.jpeg"
"1708087234-3310","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=7","Ford escape SE année 2017","9 500 000 FCFA","Dakar","media/annonces/pics/thumbs/cdf0021b7c2ab0dda97e3b0315873573.jpeg"
"1708087234-3311","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=7","Ford Escape année 2020","16 000 000 FCFA","Dakar","media/annonces/pics/thumbs/3259a907535d9a85173fdac30617eb78.jpeg"
"1708087234-3312","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=7","NISSAN ROGUE SL AWD 2020","19 500 000 FCFA","Dakar","media/annonces/pics/thumbs/d265eeece0f1791f488f4eb96021ca71.jpeg"
"1708087234-3313","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=7","Peugeot 3008 année 2011","5 000 000 FCFA","Dakar","media/annonces/pics/thumbs/380cb0a2959f5b6fb3a67dac6e52895d.jpeg"
"1708087234-3314","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=7","LAND ROVER DISCOVERY SPORT","9 000 000 FCFA","Mermoz","media/annonces/pics/thumbs/93784f04722ac89a9cdcee83d2b20b25.jpeg"
"1708087234-3315","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=7","Ford Focus Titanium 2013","3 250 000 FCFA","Keur Massar","media/annonces/pics/thumbs/c07bf24e2c0b110ca3443eebe2a9e5ce.jpeg"
"1708087234-3316","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=7","Hyundai i20 2011","2 550 000 FCFA","Keur Massar","media/annonces/pics/thumbs/1393ee889b1bfb0050a3b250e4c3fc34.jpeg"
"1708087234-3317","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=7","Toyota RAV4 2016","13 000 000 FCFA","Mbao","media/annonces/pics/thumbs/7f4645701d78a299ba066b7fc33a7561.jpeg"
